id	title	meter	full	p1	p2	p3	p4	pr_p1	pr_p2	pr_p3	pr_p4	needs_split_practice	has_p12	has_p34	mode	artha_sa	meaning_en
bg_01_011	1.11	अनुष्टुप्-->  श्लोके षष्ठं गुरु ज्ञेयं सर्वत्र लघु पंचमम्। द्विचतुष्पादयोर्ह्रस्वं सप्तमं दीर्घमन्ययोः॥	अयनेषु च सर्वेषु यथाभागमवस्थिताः । भीष्ममेवाभिरक्षन्तु भवन्तः सर्व एव हि ॥ १-११॥	अयनेषु च सर्वेषु	यथाभागमवस्थिताः । 	भीष्ममेवाभिरक्षन्तु	भवन्तः सर्व एव हि ॥ १-११॥					FALSE	TRUE	TRUE			
bg_01_012	1.12	अनुष्टुप्-->  श्लोके षष्ठं गुरु ज्ञेयं सर्वत्र लघु पंचमम्। द्विचतुष्पादयोर्ह्रस्वं सप्तमं दीर्घमन्ययोः॥	तस्य सञ्जनयन्हर्षं कुरुवृद्धः पितामहः । सिंहनादं विनद्योच्चैः शङ्खं दध्मौ प्रतापवान् ॥ १-१२॥	तस्य सञ्जनयन्हर्षम्	कुरुवृद्धः पितामहः । 	सिंहनादं विनद्योच्चैः	शङ्खं दध्मौ प्रतापवान् ॥ १-१२॥					FALSE	TRUE	TRUE			
bg_01_013	1.13	अनुष्टुप्-->  श्लोके षष्ठं गुरु ज्ञेयं सर्वत्र लघु पंचमम्। द्विचतुष्पादयोर्ह्रस्वं सप्तमं दीर्घमन्ययोः॥	ततः शङ्खाश्च भेर्यश्च पणवानकगोमुखाः । सहसैवाभ्यहन्यन्त स शब्दस्तुमुलोऽभवत् ॥ १-१३॥	ततः शङ्खाश्च भेर्यश्च	पणवानकगोमुखाः । 	सहसैवाभ्यहन्यन्त	स शब्दस्तुमुलोऽभवत् ॥ १-१३॥					FALSE	TRUE	TRUE			
bg_01_014	1.14	अनुष्टुप्-->  श्लोके षष्ठं गुरु ज्ञेयं सर्वत्र लघु पंचमम्। द्विचतुष्पादयोर्ह्रस्वं सप्तमं दीर्घमन्ययोः॥	ततः श्वेतैर्हयैर्युक्ते महति स्यन्दने स्थितौ । माधवः पाण्डवश्चैव दिव्यौ शङ्खौ प्रदध्मतुः ॥ १-१४॥	ततः श्वेतैर्हयैर्युक्ते	महति स्यन्दने स्थितौ |	माधवः पाण्डवश्चैव	दिव्यौ शङ्खौ प्रदध्मतुः ॥ १-१४॥					FALSE	TRUE	TRUE			
bg_01_015	1.15	अनुष्टुप्-->  श्लोके षष्ठं गुरु ज्ञेयं सर्वत्र लघु पंचमम्। द्विचतुष्पादयोर्ह्रस्वं सप्तमं दीर्घमन्ययोः॥	पाञ्चजन्यं हृषीकेशो देवदत्तं धनञ्जयः । पौण्ड्रं दध्मौ महाशङ्खं भीमकर्मा वृकोदरः ॥ १-१५॥	पाञ्चजन्यं हृषीकेशः	देवदत्तं धनञ्जयः |	पौण्ड्रं दध्मौ महाशङ्खम्	भीमकर्मा वृकोदरः ॥ १-१५॥					FALSE	TRUE	TRUE			
bg_01_016	1.16	अनुष्टुप्-->  श्लोके षष्ठं गुरु ज्ञेयं सर्वत्र लघु पंचमम्। द्विचतुष्पादयोर्ह्रस्वं सप्तमं दीर्घमन्ययोः॥	अनन्तविजयं राजा कुन्तीपुत्रो युधिष्ठिरः । नकुलः सहदेवश्च सुघोषमणिपुष्पकौ ॥ १-१६॥	अनन्तविजयं राजा	कुन्तीपुत्रो युधिष्ठिरः |	नकुलः सहदेवश्च	सुघोषमणिपुष्पकौ ॥ १-१६॥					FALSE	TRUE	TRUE			
bg_01_017	1.17	अनुष्टुप्-->  श्लोके षष्ठं गुरु ज्ञेयं सर्वत्र लघु पंचमम्। द्विचतुष्पादयोर्ह्रस्वं सप्तमं दीर्घमन्ययोः॥	काश्यश्च परमेष्वासः शिखण्डी च महारथः । धृष्टद्युम्नो विराटश्च सात्यकिश्चापराजितः ॥ १-१७॥	काश्यश्च परमेष्वासः	शिखण्डी च महारथः |	धृष्टद्युम्नो विराटश्च	सात्यकिश्चापराजितः ॥ १-१७॥					FALSE	TRUE	TRUE			
bg_01_018	1.18	अनुष्टुप्-->  श्लोके षष्ठं गुरु ज्ञेयं सर्वत्र लघु पंचमम्। द्विचतुष्पादयोर्ह्रस्वं सप्तमं दीर्घमन्ययोः॥	द्रुपदो द्रौपदेयाश्च सर्वशः पृथिवीपते । सौभद्रश्च महाबाहुः शङ्खान्दध्मुः पृथक्पृथक् ॥ १-१८॥	द्रुपदो द्रौपदेयाश्च	सर्वशः पृथिवीपते |	सौभद्रश्च महाबाहुः	शङ्खान्दध्मुः पृथक्पृथक् ॥ १-१८॥					FALSE	TRUE	TRUE			
bg_01_019	1.19	अनुष्टुप्-->  श्लोके षष्ठं गुरु ज्ञेयं सर्वत्र लघु पंचमम्। द्विचतुष्पादयोर्ह्रस्वं सप्तमं दीर्घमन्ययोः॥	स घोषो धार्तराष्ट्राणां हृदयानि व्यदारयत् । नभश्च पृथिवीं चैव तुमुलोऽभ्यनुनादयन् ॥ १-१९॥	स घोषो धार्तराष्ट्राणाम्	हृदयानि व्यदारयत् |	नभश्च पृथिवीं चैव	तुमुलोऽभ्यनुनादयन् ॥ १-१९॥					FALSE	TRUE	TRUE			
bg_01_020	1.20	अनुष्टुप्-->  श्लोके षष्ठं गुरु ज्ञेयं सर्वत्र लघु पंचमम्। द्विचतुष्पादयोर्ह्रस्वं सप्तमं दीर्घमन्ययोः॥	अथ व्यवस्थितान्दृष्ट्वा धार्तराष्ट्रान् कपिध्वजः । प्रवृत्ते शस्त्रसम्पाते धनुरुद्यम्य पाण्डवः ॥ १-२०॥	अथ व्यवस्थितान्दृष्ट्वा	धार्तराष्ट्रान् कपिध्वजः |	प्रवृत्ते शस्त्रसम्पाते	धनुरुद्यम्य पाण्डवः ॥ १-२०॥					FALSE	TRUE	TRUE			
bg_01_021	1.21	अनुष्टुप्-->  श्लोके षष्ठं गुरु ज्ञेयं सर्वत्र लघु पंचमम्। द्विचतुष्पादयोर्ह्रस्वं सप्तमं दीर्घमन्ययोः॥	अर्जुन उवाच । सेनयोरुभयोर्मध्ये रथं स्थापय मेऽच्युत ॥ १-२१॥	सेनयोरुभयोर्मध्ये	रथं स्थापय मेऽच्युत ॥ १-२१॥ |							FALSE	TRUE	FALSE			
bg_01_022	1.22	अनुष्टुप्-->  श्लोके षष्ठं गुरु ज्ञेयं सर्वत्र लघु पंचमम्। द्विचतुष्पादयोर्ह्रस्वं सप्तमं दीर्घमन्ययोः॥	यावदेतान्निरीक्षेऽहं योद्धुकामानवस्थितान् । कैर्मया सह योद्धव्यमस्मिन् रणसमुद्यमे ॥ १-२२॥	यावदेतान्निरीक्षेऽहं	योद्धुकामानवस्थितान् |	कैर्मया सह योद्धव्यम्	अस्मिन् रणसमुद्यमे ॥ १-२२॥					FALSE	TRUE	TRUE			
bg_01_023	1.23	अनुष्टुप्-->  श्लोके षष्ठं गुरु ज्ञेयं सर्वत्र लघु पंचमम्। द्विचतुष्पादयोर्ह्रस्वं सप्तमं दीर्घमन्ययोः॥	योत्स्यमानानवेक्षेऽहं य एतेऽत्र समागताः । धार्तराष्ट्रस्य दुर्बुद्धेर्युद्धे प्रियचिकीर्षवः ॥ १-२३॥	योत्स्यमानानवेक्षेऽहं	य एतेऽत्र समागताः |	धार्तराष्ट्रस्य दुर्बुद्धेः	युद्धे प्रियचिकीर्षवः ॥ १-२३॥					FALSE	TRUE	TRUE			
bg_01_024	1.24	अनुष्टुप्-->  श्लोके षष्ठं गुरु ज्ञेयं सर्वत्र लघु पंचमम्। द्विचतुष्पादयोर्ह्रस्वं सप्तमं दीर्घमन्ययोः॥	सञ्जय उवाच । एवमुक्तो हृषीकेशो गुडाकेशेन भारत । सेनयोरुभयोर्मध्ये स्थापयित्वा रथोत्तमम् ॥ १-२४॥	एवमुक्तो हृषीकेशः	गुडाकेशेन भारत |	सेनयोरुभयोर्मध्ये	स्थापयित्वा रथोत्तमम् ॥ १-२४॥					FALSE	TRUE	TRUE			
bg_01_025	1.25	अनुष्टुप्-->  श्लोके षष्ठं गुरु ज्ञेयं सर्वत्र लघु पंचमम्। द्विचतुष्पादयोर्ह्रस्वं सप्तमं दीर्घमन्ययोः॥	भीष्मद्रोणप्रमुखतः सर्वेषां च महीक्षिताम् । उवाच पार्थ पश्यैतान्समवेतान्कुरूनिति ॥ १-२५॥	भीष्मद्रोणप्रमुखतः	सर्वेषां च महीक्षिताम् |	उवाच पार्थ पश्यैतान्	समवेतान्कुरूनिति ॥ १-२५॥					FALSE	TRUE	TRUE			
bg_01_026	1.26	अनुष्टुप्-->  श्लोके षष्ठं गुरु ज्ञेयं सर्वत्र लघु पंचमम्। द्विचतुष्पादयोर्ह्रस्वं सप्तमं दीर्घमन्ययोः॥	तत्रापश्यत्स्थितान्पार्थः पितॄनथ पितामहान् । आचार्यान्मातुलान्भ्रातॄन्पुत्रान्पौत्रान्सखींस्तथा ॥ १-२६॥	तत्रापश्यत्स्थितान्पार्थः	पितॄनथ पितामहान् |	आचार्यान्मातुलान्भ्रातॄन्	पुत्रान्पौत्रान्सखींस्तथा ॥ १-२६॥					FALSE	TRUE	TRUE			
bg_01_027	1.27	अनुष्टुप्-->  श्लोके षष्ठं गुरु ज्ञेयं सर्वत्र लघु पंचमम्। द्विचतुष्पादयोर्ह्रस्वं सप्तमं दीर्घमन्ययोः॥	श्वशुरान्सुहृदश्चैव सेनयोरुभयोरपि । तान्समीक्ष्य स कौन्तेयः सर्वान्बन्धूनवस्थितान् ॥ १-२७॥	श्वशुरान्सुहृदश्चैव	सेनयोरुभयोरपि |	तान्समीक्ष्य स कौन्तेयः	सर्वान्बन्धूनवस्थितान् ॥ १-२७॥					FALSE	TRUE	TRUE			
bg_01_028	1.28	अनुष्टुप्-->  श्लोके षष्ठं गुरु ज्ञेयं सर्वत्र लघु पंचमम्। द्विचतुष्पादयोर्ह्रस्वं सप्तमं दीर्घमन्ययोः॥	अर्जुन उवाच । दृष्ट्वेमं स्वजनं कृष्ण युयुत्सुं समुपस्थितम् ॥ १-२८॥	दृष्ट्वेमं स्वजनं कृष्ण	युयुत्सुं समुपस्थितम् ॥ १-२८॥ |							FALSE	TRUE	FALSE			
bg_01_029	1.29	अनुष्टुप्-->  श्लोके षष्ठं गुरु ज्ञेयं सर्वत्र लघु पंचमम्। द्विचतुष्पादयोर्ह्रस्वं सप्तमं दीर्घमन्ययोः॥	सीदन्ति मम गात्राणि मुखं च परिशुष्यति । वेपथुश्च शरीरे मे रोमहर्षश्च जायते ॥ १-२९॥	सीदन्ति मम गात्राणि	मुखं च परिशुष्यति |	वेपथुश्च शरीरे मे	रोमहर्षश्च जायते ॥ १-२९॥					FALSE	TRUE	TRUE			
bg_01_030	1.30	अनुष्टुप्-->  श्लोके षष्ठं गुरु ज्ञेयं सर्वत्र लघु पंचमम्। द्विचतुष्पादयोर्ह्रस्वं सप्तमं दीर्घमन्ययोः॥	गाण्डीवं स्रंसते हस्तात्त्वक्चैव परिदह्यते । न च शक्नोम्यवस्थातुं भ्रमतीव च मे मनः ॥ १-३०॥	गाण्डीवं स्रंसते हस्तात्	त्वक्चैव परिदह्यते |	न च शक्नोम्यवस्थातुम्	भ्रमतीव च मे मनः ॥ १-३०॥					FALSE	TRUE	TRUE			
bg_01_031	1.31	अनुष्टुप्-->  श्लोके षष्ठं गुरु ज्ञेयं सर्वत्र लघु पंचमम्। द्विचतुष्पादयोर्ह्रस्वं सप्तमं दीर्घमन्ययोः॥	निमित्तानि च पश्यामि विपरीतानि केशव । न च श्रेयोऽनुपश्यामि हत्वा स्वजनमाहवे ॥ १-३१॥	निमित्तानि च पश्यामि	विपरीतानि केशव |	न च श्रेयोऽनुपश्यामि	हत्वा स्वजनमाहवे ॥ १-३१॥					FALSE	TRUE	TRUE			
bg_01_032	1.32	अनुष्टुप्-->  श्लोके षष्ठं गुरु ज्ञेयं सर्वत्र लघु पंचमम्। द्विचतुष्पादयोर्ह्रस्वं सप्तमं दीर्घमन्ययोः॥	न काङ्क्षे विजयं कृष्ण न च राज्यं सुखानि च । किं नो राज्येन गोविन्द किं भोगैर्जीवितेन वा ॥ १-३२॥	न काङ्क्षे विजयं कृष्ण	न च राज्यं सुखानि च |	किं नो राज्येन गोविन्द	किं भोगैर्जीवितेन वा ॥ १-३२॥					FALSE	TRUE	TRUE			
bg_01_033	1.33	अनुष्टुप्-->  श्लोके षष्ठं गुरु ज्ञेयं सर्वत्र लघु पंचमम्। द्विचतुष्पादयोर्ह्रस्वं सप्तमं दीर्घमन्ययोः॥	येषामर्थे काङ्क्षितं नो राज्यं भोगाः सुखानि च । त इमेऽवस्थिता युद्धे प्राणांस्त्यक्त्वा धनानि च ॥ १-३३॥	येषामर्थे काङ्क्षितं नः	राज्यं भोगाः सुखानि च |	त इमेऽवस्थिता युद्धे	प्राणांस्त्यक्त्वा धनानि च ॥ १-३३॥					FALSE	TRUE	TRUE			
bg_01_034	1.34	अनुष्टुप्-->  श्लोके षष्ठं गुरु ज्ञेयं सर्वत्र लघु पंचमम्। द्विचतुष्पादयोर्ह्रस्वं सप्तमं दीर्घमन्ययोः॥	आचार्याः पितरः पुत्रास्तथैव च पितामहाः । मातुलाः श्वशुराः पौत्राः श्यालाः सम्बन्धिनस्तथा ॥ १-३४॥	आचार्याः पितरः पुत्राः	तथैव च पितामहाः |	मातुलाः श्वशुराः पौत्राः	श्यालाः सम्बन्धिनस्तथा ॥ १-३४॥					FALSE	TRUE	TRUE			
bg_01_035	1.35	अनुष्टुप्-->  श्लोके षष्ठं गुरु ज्ञेयं सर्वत्र लघु पंचमम्। द्विचतुष्पादयोर्ह्रस्वं सप्तमं दीर्घमन्ययोः॥	एतान्न हन्तुमिच्छामि घ्नतोऽपि मधुसूदन । अपि त्रैलोक्यराज्यस्य हेतोः किं नु महीकृते ॥ १-३५॥	एतान्न हन्तुमिच्छामि	घ्नतोऽपि मधुसूदन |	अपि त्रैलोक्यराज्यस्य	हेतोः किं नु महीकृते ॥ १-३५॥					FALSE	TRUE	TRUE			
bg_01_036	1.36	अनुष्टुप्-->  श्लोके षष्ठं गुरु ज्ञेयं सर्वत्र लघु पंचमम्। द्विचतुष्पादयोर्ह्रस्वं सप्तमं दीर्घमन्ययोः॥	निहत्य धार्तराष्ट्रान्नः का प्रीतिः स्याज्जनार्दन । पापमेवाश्रयेदस्मान्हत्वैतानाततायिनः ॥ १-३६॥	निहत्य धार्तराष्ट्रान्नः	का प्रीतिः स्याज्जनार्दन |	पापमेवाश्रयेदस्मान्	हत्वैतानाततायिनः ॥ १-३६॥					FALSE	TRUE	TRUE			
bg_01_037	1.37	अनुष्टुप्-->  श्लोके षष्ठं गुरु ज्ञेयं सर्वत्र लघु पंचमम्। द्विचतुष्पादयोर्ह्रस्वं सप्तमं दीर्घमन्ययोः॥	तस्मान्नार्हा वयं हन्तुं धार्तराष्ट्रान्स्वबान्धवान् । स्वजनं हि कथं हत्वा सुखिनः स्याम माधव ॥ १-३७॥	तस्मान्नार्हा वयं हन्तुम्	धार्तराष्ट्रान्स्वबान्धवान् |	स्वजनं हि कथं हत्वा	सुखिनः स्याम माधव ॥ १-३७॥					FALSE	TRUE	TRUE			
bg_01_038	1.38	अनुष्टुप्-->  श्लोके षष्ठं गुरु ज्ञेयं सर्वत्र लघु पंचमम्। द्विचतुष्पादयोर्ह्रस्वं सप्तमं दीर्घमन्ययोः॥	यद्यप्येते न पश्यन्ति लोभोपहतचेतसः । कुलक्षयकृतं दोषं मित्रद्रोहे च पातकम् ॥ १-३८॥	यद्यप्येते न पश्यन्ति	लोभोपहतचेतसः |	कुलक्षयकृतं दोषम्	मित्रद्रोहे च पातकम् ॥ १-३८॥					FALSE	TRUE	TRUE			
bg_01_039	1.39	अनुष्टुप्-->  श्लोके षष्ठं गुरु ज्ञेयं सर्वत्र लघु पंचमम्। द्विचतुष्पादयोर्ह्रस्वं सप्तमं दीर्घमन्ययोः॥	कथं न ज्ञेयमस्माभिः पापादस्मान्निवर्तितुम् । कुलक्षयकृतं दोषं प्रपश्यद्भिर्जनार्दन ॥ १-३९॥	कथं न ज्ञेयमस्माभिः	पापादस्मान्निवर्तितुम् |	कुलक्षयकृतं दोषम्	प्रपश्यद्भिर्जनार्दन ॥ १-३९॥					FALSE	TRUE	TRUE			
bg_01_040	1.40	अनुष्टुप्-->  श्लोके षष्ठं गुरु ज्ञेयं सर्वत्र लघु पंचमम्। द्विचतुष्पादयोर्ह्रस्वं सप्तमं दीर्घमन्ययोः॥	कुलक्षये प्रणश्यन्ति कुलधर्माः सनातनाः । धर्मे नष्टे कुलं कृत्स्नमधर्मोऽभिभवत्युत ॥ १-४०॥	कुलक्षये प्रणश्यन्ति	कुलधर्माः सनातनाः |	धर्मे नष्टे कुलं कृत्स्नम्	अधर्मोऽभिभवत्युत ॥ १-४०॥					FALSE	TRUE	TRUE			
bg_01_041	1.41	अनुष्टुप्-->  श्लोके षष्ठं गुरु ज्ञेयं सर्वत्र लघु पंचमम्। द्विचतुष्पादयोर्ह्रस्वं सप्तमं दीर्घमन्ययोः॥	अधर्माभिभवात्कृष्ण प्रदुष्यन्ति कुलस्त्रियः । स्त्रीषु दुष्टासु वार्ष्णेय जायते वर्णसङ्करः ॥ १-४१॥	अधर्माभिभवात्कृष्ण	प्रदुष्यन्ति कुलस्त्रियः |	स्त्रीषु दुष्टासु वार्ष्णेय	जायते वर्णसङ्करः ॥ १-४१॥					FALSE	TRUE	TRUE			
bg_01_042	1.42	अनुष्टुप्-->  श्लोके षष्ठं गुरु ज्ञेयं सर्वत्र लघु पंचमम्। द्विचतुष्पादयोर्ह्रस्वं सप्तमं दीर्घमन्ययोः॥	सङ्करो नरकायैव कुलघ्नानां कुलस्य च । पतन्ति पितरो ह्येषां लुप्तपिण्डोदकक्रियाः ॥ १-४२॥	सङ्करो नरकायैव	कुलघ्नानां कुलस्य च |	पतन्ति पितरो ह्येषाम्	लुप्तपिण्डोदकक्रियाः ॥ १-४२॥					FALSE	TRUE	TRUE			
bg_01_043	1.43	अनुष्टुप्-->  श्लोके षष्ठं गुरु ज्ञेयं सर्वत्र लघु पंचमम्। द्विचतुष्पादयोर्ह्रस्वं सप्तमं दीर्घमन्ययोः॥	दोषैरेतैः कुलघ्नानां वर्णसङ्करकारकैः । उत्साद्यन्ते जातिधर्माः कुलधर्माश्च शाश्वताः ॥ १-४३॥	दोषैरेतैः कुलघ्नानाम्	वर्णसङ्करकारकैः |	उत्साद्यन्ते जातिधर्माः	कुलधर्माश्च शाश्वताः ॥ १-४३॥					FALSE	TRUE	TRUE			
bg_01_044	1.44	अनुष्टुप्-->  श्लोके षष्ठं गुरु ज्ञेयं सर्वत्र लघु पंचमम्। द्विचतुष्पादयोर्ह्रस्वं सप्तमं दीर्घमन्ययोः॥	उत्सन्नकुलधर्माणां मनुष्याणां जनार्दन । नरके नियतं वासो भवतीत्यनुशुश्रुम ॥ १-४४॥	उत्सन्नकुलधर्माणाम्	मनुष्याणां जनार्दन |	नरके नियतं वासः	भवतीत्यनुशुश्रुम ॥ १-४४॥					FALSE	TRUE	TRUE			
bg_01_045	1.45	अनुष्टुप्-->  श्लोके षष्ठं गुरु ज्ञेयं सर्वत्र लघु पंचमम्। द्विचतुष्पादयोर्ह्रस्वं सप्तमं दीर्घमन्ययोः॥	अहो बत महत्पापं कर्तुं व्यवसिता वयम् । यद्राज्यसुखलोभेन हन्तुं स्वजनमुद्यताः ॥ १-४५॥	अहो बत महत्पापम्	कर्तुं व्यवसिता वयम् |	यद्राज्यसुखलोभेन	हन्तुं स्वजनमुद्यताः ॥ १-४५॥					FALSE	TRUE	TRUE			
bg_01_046	1.46	अनुष्टुप्-->  श्लोके षष्ठं गुरु ज्ञेयं सर्वत्र लघु पंचमम्। द्विचतुष्पादयोर्ह्रस्वं सप्तमं दीर्घमन्ययोः॥	यदि मामप्रतीकारमशस्त्रं शस्त्रपाणयः । धार्तराष्ट्रा रणे हन्युस्तन्मे क्षेमतरं भवेत् ॥ १-४६॥	यदि मामप्रतीकारम्	अशस्त्रं शस्त्रपाणयः |	धार्तराष्ट्रा रणे हन्युः	तन्मे क्षेमतरं भवेत् ॥ १-४६॥					FALSE	TRUE	TRUE			
bg_01_047	1.47	अनुष्टुप्-->  श्लोके षष्ठं गुरु ज्ञेयं सर्वत्र लघु पंचमम्। द्विचतुष्पादयोर्ह्रस्वं सप्तमं दीर्घमन्ययोः॥	सञ्जय उवाच । एवमुक्त्वार्जुनः सङ्ख्ये रथोपस्थ उपाविशत् । विसृज्य सशरं चापं शोकसंविग्नमानसः ॥ १-४७॥	एवमुक्त्वार्जुनः सङ्ख्ये	रथोपस्थ उपाविशत् |	विसृज्य सशरं चापं	शोकसंविग्नमानसः ॥ १-४७॥					FALSE	TRUE	TRUE			
bg_01_048	समाप्तिः		ॐ तत्सदिति श्रीमद्भगवद्गीतासूपनिषत्सु ब्रह्मविद्यायां योगशास्त्रे श्रीकृष्णार्जुनसंवादेअर्जुनविषादयोगो नाम प्रथमोऽध्यायः ॥ १॥									FALSE	FALSE	FALSE	full_only		
